id,title,vote_average,vote_count,animation,comedy,family,adventure,fantasy,romance,drama,action,crime,thriller,horror,history,science fiction,mystery,war,foreign,music,documentary,western,tv movie
31591,Bad Company,6.3,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18905,Caveman,6.2,30.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14774,Cheech & Chong's The Corsican Brothers,5.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4993,5 Card Stud,6.0,20.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
27052,For a Lost Soldier,5.3,13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34130,Goin' South,5.5,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38950,Hero and the Terror,5.3,22.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
17898,Silver Bullet,6.1,116.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21635,"Sorry, Wrong Number",6.8,40.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
27945,Hombre,7.2,55.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
43139,The Horse's Mouth,7.3,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30194,The Manhattan Project,6.1,26.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10169,Men at Work,5.5,99.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27225,S.O.B.,6.3,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13909,She Wore a Yellow Ribbon,7.1,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103299,Traces of Red,7.3,4.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
41805,V.I. Warshawski,4.6,27.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
35696,Juwanna Mann,4.2,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11544,Lilo & Stitch,7.1,1371.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Minority Report,7.1,2663.0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
9555,Rabbit-Proof Fence,6.9,86.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
57022,Sunshine State,6.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17710,Hey Arnold! The Movie,5.6,62.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Mr. Deeds,5.6,660.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50035,Lovely & Amazing,6.3,23.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9719,Pumpkin,5.9,20.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11982,Look Who's Talking Now!,4.7,200.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27224,Lost in Yonkers,6.1,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12251,Mo' Money,5.6,31.0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
88818,The Object of Beauty,5.7,7.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
30114,Wagons East!,4.8,28.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70489,Zebrahead,5.4,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21972,Like Mike,5.7,101.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Men in Black II,6.1,3188.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
59387,The Powerpuff Girls Movie,5.6,49.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26290,Me Without You,7.1,19.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17043,The Crocodile Hunter: Collision Course,5.4,35.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6278,Reign of Fire,6.0,684.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4147,Road to Perdition,7.3,1102.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
16664,All About Lily Chou-Chou,6.6,39.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14651,My Wife Is an Actress,6.3,9.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96238,Never Again,4.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15096,20 Million Miles to Earth,6.1,29.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19731,Grand Theft Auto,6.1,20.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20324,The Importance of Being Earnest,7.4,23.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49370,Perfect,3.9,32.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14902,1776,7.1,20.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
42254,Fox and His Friends,7.6,22.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1842,The Legend of Boggy Creek,5.6,19.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2721,Z,8.0,87.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11442,Halloween: Resurrection,4.5,230.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1364,Sex and Lucia,6.6,132.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8869,Eight Legged Freaks,5.4,303.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
8665,K-19: The Widowmaker,6.1,273.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
10996,Stuart Little 2,5.4,632.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Austin Powers in Goldmember,5.9,997.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
18357,The Country Bears,4.3,20.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29047,The Kid Stays in the Picture,7.3,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45861,Happy Times,6.4,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39141,Tadpole,5.5,19.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33152,Who Is Cletis Tout?,5.5,14.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
149445,Harry and Walter Go To New York,6.6,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10309,The Merchant of Four Seasons,7.2,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6404,Nosferatu the Vampyre,7.5,146.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19133,The Big Bus,6.1,24.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43199,The Eddy Duchin Story,6.1,8.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43915,Fathom,7.1,7.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24130,In Like Flint,6.1,20.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43445,La Terra Trema,7.8,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36645,Modesty Blaise,5.3,22.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5155,Ossessione,7.0,35.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23728,Our Man Flint,6.3,34.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3780,Red Beard,8.1,64.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10786,Robin and Marian,6.6,51.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8764,Top Secret!,7.0,241.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13908,The Master of Disguise,3.7,79.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,Signs,6.4,1624.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
12308,The Last Kiss,6.5,84.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9488,Spy Kids 2: The Island of Lost Dreams,5.3,533.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9962,The Good Girl,6.1,183.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9573,Blood Work,6.1,210.0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
7451,xXx,5.8,1454.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2750,24 Hour Party People,6.8,109.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30586,Biggie and Tupac,6.3,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61112,The Château,4.5,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92384,Trois 2: Pandora's Box,2.5,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
43772,Secret Ballot,5.7,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20337,Martin Lawrence Live: Runteldat,5.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27062,Lan Yu,6.6,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34070,Songs from the Second Floor,7.0,61.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6173,Read My Lips,7.0,63.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
10305,Merci pour le Chocolat,5.5,13.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
42337,Beau Pere,7.0,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18694,Change of Habit,6.2,10.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
74578,A Matter of Taste,5.8,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10081,The Principal,6.1,62.0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11484,Rollerball,6.0,115.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11692,The Adventures of Pluto Nash,4.4,143.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9266,Blue Crush,5.6,164.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,Mostly Martha,6.6,28.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8653,The Isle,6.9,60.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
30072,Possession,6.5,54.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9357,One Hour Photo,6.6,444.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12771,Serving Sara,5.0,86.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9296,S1m0ne,5.5,266.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15070,Undisputed,6.1,141.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26942,Amy's Orgasm,5.4,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206042,Children on Their Birthdays,7.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26895,Hush!,7.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60608,How I Killed My Father,6.3,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
97447,Satin Rouge,5.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11243,The Care Bears Movie,5.4,31.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19975,Care Bears Movie II: A New Generation,5.5,11.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10323,Clash of the Titans,6.8,208.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9595,Hot Shots!,6.4,588.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
28319,Nightmare City,5.4,30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46878,The Swarm,5.4,50.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
24750,Time After Time,6.8,89.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
31393,The Unearthly,3.7,6.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
24038,976-EVIL,4.9,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79783,Camilla,4.9,6.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,Down and Out in Beverly Hills,5.9,67.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18639,Flaming Star,6.1,20.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
39833,Love Me Tender,5.5,21.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
32858,The Return of the Vampire,6.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3127,The Revenge of Frankenstein,6.8,26.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10859,Stakeout,6.3,116.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32825,Wild in the Country,6.8,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10725,Wolfen,6.0,57.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9544,FearDotCom,3.2,106.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
23967,Slap Her... She's French,5.5,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57351,Love and a Bullet,3.0,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
26165,Mad Love,5.2,6.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
31514,À Nous la Liberté,7.4,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13571,True Colors,6.5,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26056,Snipes,7.5,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13536,City By The Sea,5.7,92.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
20616,Swimfan,5.0,71.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
79319,The Incubus,5.5,13.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16806,Johnny Dangerously,6.3,67.0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
15516,The Last House on the Left,6.0,142.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9299,Thesis,7.2,165.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
113369,The Pinochet Case,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10611,Barbershop,6.2,139.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12770,Stealing Harvard,4.4,46.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4108,The Transporter,6.6,1724.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
55903,Betty Fisher and Other Stories,7.0,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
46466,The Children of the Century,6.6,8.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9685,Igby Goes Down,6.5,95.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87481,Quitting,7.2,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16370,Aspen Extreme,5.3,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18913,Betsy's Wedding,5.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14361,Captain Ron,5.6,90.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41021,The Devil Bat,5.7,20.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
18943,Ernest Goes to Jail,5.1,33.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32685,Ernest Scared Stupid,5.9,49.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64079,The Gypsy Moths,5.9,9.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18477,The Hills Have Eyes Part II,4.3,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12262,The Hills Have Eyes,6.1,145.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33506,Indian Summer,6.8,16.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29515,The Mack,7.2,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41582,Monkey Trouble,5.8,41.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50382,Monster in the Closet,4.8,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42633,No Way to Treat a Lady,6.3,12.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26680,Shock Waves,5.3,29.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34086,Spaced Invaders,4.8,27.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11504,Suburban Commando,4.6,45.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
23470,Surf Ninjas,4.4,31.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
977,Tabu,7.4,35.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,The Wanderers,7.2,55.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19049,The Yearling,6.9,21.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5506,The Ladykillers,7.3,104.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32961,The Lavender Hill Mob,7.3,60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32568,The Man in the White Suit,6.9,41.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29698,Ratcatcher,7.5,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22244,Society,6.6,91.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19460,Son of the Bride,7.3,37.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
575,The Experiment,7.5,319.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10550,Ballistic: Ecks vs. Sever,4.3,99.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9034,The Banger Sisters,5.5,64.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9093,The Four Feathers,6.5,164.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9039,Trapped,5.8,140.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1958,8 Women,6.9,197.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
23550,His Secret Life,7.0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68569,Invincible,6.5,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11013,Secretary,6.8,378.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Spirited Away,8.3,3968.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54714,The Trials of Henry Kissinger,6.3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11529,Sweet Home Alabama,6.1,408.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10771,The Tuxedo,5.3,494.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
38951,Charly,7.6,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55018,Crazy As Hell,5.0,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31005,Moonlight Mile,6.4,54.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50123,Skins,6.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2110,Wasabi,6.2,288.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15173,Jonah: A VeggieTales Movie,6.4,22.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9533,Red Dragon,6.7,1142.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
38866,Between Strangers,7.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,Bloody Sunday,7.2,54.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
10575,Heaven,6.8,74.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
47500,Pipe Dream,6.5,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15720,The Man from Elysian Fields,5.9,14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9260,Welcome to Collinwood,6.2,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21828,Flirting,6.4,22.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,Mothra vs. Godzilla,6.4,38.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39462,Godzilla's Revenge,4.4,18.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18983,"Godzilla, King of the Monsters!",6.8,45.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
41971,The Moderns,5.6,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33831,The Onion Field,6.2,29.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24348,Powaqqatsi,7.4,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
19140,The Pride of the Yankees,7.1,37.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82545,Texasville,5.2,9.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37606,Valmont,6.7,50.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34600,Ernest Goes to Africa,3.5,8.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39128,Ernest In The Army,3.3,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11868,Horror of Dracula,7.2,124.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12921,Strange Brew,6.2,53.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19953,The Incredible Mr. Limpet,6.4,38.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53049,Claire of the Moon,5.2,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10772,Django,7.1,156.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
77079,Django Strikes Again,4.6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74899,The Fan,7.3,7.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
12719,Flashback,6.6,24.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
25001,Hanky Panky,6.0,13.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
43438,The Rocking Horse Winner,5.9,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,Seance on a Wet Afternoon,7.0,29.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4989,Shamus,7.6,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15313,The Wrong Guy,7.6,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12590,Below,6.0,122.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
37964,Brown Sugar,7.0,31.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,Knockaround Guys,5.9,99.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1809,The Rules of Attraction,6.3,170.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13768,Tuck Everlasting,6.4,133.0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
